rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
5689,4544571,K03976.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,2.189098506,2.01E-06,-2.01E-06,132.080937,8.55E-04,-8.55E-04,2454965.081,8.55E-04,-8.55E-04,0,,,,,,1.258,0.46,-0.085,5.1498,0.0364,-0.0364,,,,2.53E+03,1.58E+01,-1.58E+01,0.316577,4.43E-01,-8.78E-02,0.02291,0.01641,-0.00353,LS+MCMC,29.7,8.50E+00,-2.84E+00,0.0325,,,45.58,,,1288,,,651.22,574.61,-184.82,1.797,0.644,-0.644,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,9.25434,42.543556,194.9,1,520,1,q1_q17_dr25_tce,1.11111E+28,0.6626,Mandel and Agol (2002 ApJ 580 171),,,004/004544/004544571/dv/kplr004544571-20160209194854_dvr.pdf,004/004544/004544571/dv/kplr004544571-001-20160209194854_dvs.pdf,5681,186,-186,4.551,0.034,-0.195,-0.06,0.25,-0.3,0.859,0.246,-0.082,0.957,0.104,-0.115,,,,q1_q17_dr25_stellar,285.87671,39.685951,15.753,16.327,15.697,15.507,15.419,14.489,14.033,13.971,0,19.0585707,0.0000066,39.684836,0.000082,5.13,0.28,-4.01,0.29,-4.03E-03,2.30E-04,3.22E-03,2.50E-04,2.63,0.5,-3.24,0.31,4.17,0.54,2.6,0.5,-3.47,0.28,4.34,0.51
5690,3245661,K03977.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET,0.7088055,4.19E-07,-4.19E-07,132.168239,5.05E-04,-5.05E-04,2454965.168,5.05E-04,-5.05E-04,0,,,,,,1.238,0.229,-0.138,3.6789,0.0306,-0.0306,,,,1.76E+04,1.07E+02,-1.07E+02,0.414325,1.92E-01,-1.65E-01,0.1685,0.06223,-0.0416,LS+MCMC,41.08,1.22E+01,-4.07E+00,0.0153,,,41.28,,,2035,,,4055.22,3660.38,-1201.95,1.648,0.609,-0.609,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2965,0.3342,q1_q17_dr25_koi,104.699265,910.2304,195.6,1,1223,1,q1_q17_dr25_tce,1.10111E+28,-1,Mandel and Agol (2002 ApJ 580 171),,,003/003245/003245661/dv/kplr003245661-20160209194854_dvr.pdf,003/003245/003245661/dv/kplr003245661-001-20160209194854_dvs.pdf,5989,189,-210,4.5,0.052,-0.208,-0.3,0.3,-0.3,0.908,0.269,-0.09,0.95,0.117,-0.117,,,,q1_q17_dr25_stellar,294.04828,38.364109,15.036,15.54,14.998,14.819,14.731,13.79,13.469,13.397,,,,,,,,,,,,,,1.78,0.23,-2.02,0.25,2.69,0.34,-7.729,0.068,-4.153,0.071,8.774,0.069
5691,5618071,K01682.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,,0,0,0,0,q1_q17_dr25_sup_koi,,88.821421,2.48E-03,-2.48E-03,160.4918,1.97E-02,-1.97E-02,2454993.492,1.97E-02,-1.97E-02,0,,,,,,1.6227,0.3625,-0.4132,9.35,1.2,-1.2,,,,3.94E+02,5.42E+01,-5.42E+01,0.639503,3.60E-01,-3.58E-01,0.01196,0.01052,-0.01041,MCMC,234.99,1.22E+02,-6.16E+01,0.4209,,,84.8,,,634,,,38.13,59.07,-19.75,17.09,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1905,0.5209,q1_q16_koi,,,7.8,1,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5081,127,-152,3.484,0.215,-0.321,-0.18,0.25,-0.28,3.365,1.749,-0.882,1.258,0.314,-0.312,,,,stellar_q1_q16,291.21811,40.839329,13.747,14.547,13.696,13.405,13.21,12.133,11.61,11.481,,,,,,,,,,,,,,,,,,,,,,,,,
5692,6312534,K01689.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---CENT_UNRESOLVED_OFFSET---EPHEM_MATCH,1.507761203,8.78E-07,-8.78E-07,132.942717,4.90E-04,-4.90E-04,2454965.943,4.90E-04,-4.90E-04,0,,,,,,1.292,2.116,-0.13,3.096,0.0256,-0.0256,,,,2.77E+03,2.16E+01,-2.16E+01,0.35566,2.09E+00,-1.23E-01,0.06803,0.46911,-0.0097,LS+MCMC,31.77,3.07E+00,-2.76E+00,0.0242,,,50.11,,,1301,,,675.11,248.37,-176.26,2.015,0.992,-0.992,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1496,0.5746,q1_q17_dr25_koi,29.73987,184.90883,153.1,1,892,1,q1_q17_dr25_tce,1.11111E+31,0.756,Mandel and Agol (2002 ApJ 580 171),,,006/006312/006312534/dv/kplr006312534-20160209194854_dvr.pdf,006/006312/006312534/dv/kplr006312534-001-20160209194854_dvs.pdf,5069,166,-151,4.53,0.058,-0.065,0.14,0.25,-0.3,0.818,0.079,-0.071,0.826,0.064,-0.071,,,,q1_q17_dr25_stellar,298.88397,41.662079,15.583,16.378,15.503,15.242,15.049,14.027,13.527,13.429,0,19.92523,0.0000019,41.666298,0.000019,-14.816,0.077,15.186,0.069,3.58E-02,2.50E-04,-3.61E-02,2.80E-04,-4.028,0.078,4.014,0.087,5.687,0.083,-4.121,0.072,4.454,0.075,6.068,0.074
5693,6470917,K01690.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0.006,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,1.506019633,8.82E-06,-8.82E-06,133.02809,4.78E-03,-4.78E-03,2454966.028,4.78E-03,-4.78E-03,0,,,,,,0.528,0.426,-0.317,2.408,0.154,-0.154,,,,1.37E+02,8.70E+00,-8.70E+00,0.011071,2.33E-04,-6.72E-04,0.61105,0.47073,-0.13169,LS+MCMC,1.08,2.60E-01,-1.40E-01,0.0242,,,82.75,,,1628,,,1660.03,1217.85,-546.35,4.18,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2979,0.3238,q1_q17_dr25_koi,4.024571,15.5107975,18.8,1,900,1,q1_q17_dr25_tce,1.11111E+31,0,Mandel and Agol (2002 ApJ 580 171),,,006/006470/006470917/dv/kplr006470917-20160209194854_dvr.pdf,006/006470/006470917/dv/kplr006470917-001-20160209194854_dvs.pdf,6065,182,-182,4.454,0.098,-0.168,-0.7,0.3,-0.3,0.896,0.216,-0.116,0.833,0.097,-0.073,,,,q1_q17_dr25_stellar,299.10248,41.887459,15.005,15.493,14.989,14.796,14.703,13.806,13.462,13.459,0,19.939766,0.000026,41.88668,0.00025,-16.1,1,-2.79,0.89,1.99E-03,1.30E-04,3.40E-04,1.10E-04,-6.49,0.22,2.754,0.067,7.05,0.2,-6.53,0.2,2.711,0.067,7.07,0.19
5694,7431709,K07838.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---HALO_GHOST---EPHEM_MATCH,0.572513875,7.27E-06,-7.27E-06,131.776,1.20E-02,-1.20E-02,2454964.776,1.20E-02,-1.20E-02,0,,,,,,0.04,0.42,-0.039,2.353,0.38,-0.38,,,,4.93E+01,6.00E+00,-6.00E+00,0.006287,4.94E-04,-4.45E-04,0.4365,1.39099,-0.20284,LS+MCMC,0.52,7.00E-02,-5.00E-02,0.0125,,,88.85,,,1779,,,2365.45,1014.43,-641.4,1.963,0.894,-0.894,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2043,0.4966,q1_q17_dr25_koi,3.4752574,7.4449325,10.2,1,2335,1,q1_q17_dr25_tce,1.11111E+31,0.2615,Mandel and Agol (2002 ApJ 580 171),,,007/007431/007431709/dv/kplr007431709-20160209194854_dvr.pdf,007/007431/007431709/dv/kplr007431709-001-20160209194854_dvs.pdf,5171,153,-153,4.576,0.042,-0.072,-0.14,0.3,-0.3,0.76,0.097,-0.071,0.793,0.082,-0.073,,,,q1_q17_dr25_stellar,287.39417,43.080681,15.078,15.761,15,14.785,14.614,13.553,13.101,13.03,0,19.159638,0.000033,43.08194,0.0004,1.1,1.3,4.5,1.5,-3.30E-05,5.10E-05,-1.75E-04,5.60E-05,0.14,0.57,1.68,0.75,1.69,0.75,0.3,0.56,1.73,0.75,1.76,0.75
5695,6611330,K01691.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_KIC_POS,35.14578122,3.37E-05,-3.37E-05,136.493569,8.65E-04,-8.65E-04,2454969.494,8.65E-04,-8.65E-04,0,,,,,,1.276,53.09,-0.113,2.253,0.0352,-0.0352,,,,6.79E+03,9.57E+01,-9.57E+01,0.380065,5.39E+01,-1.04E-01,3.79311,653.46558,-0.08591,LS+MCMC,32.5,5.93E+00,-3.20E+00,0.1951,,,88.84,,,480,,,12.6,7.81,-3.68,62.8,31.4,-31.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,22.763218,88.837845,86.8,1,30,1,q1_q17_dr25_tce,1.11111E+28,0.7006,Mandel and Agol (2002 ApJ 580 171),,,006/006611/006611330/dv/kplr006611330-20160209194854_dvr.pdf,006/006611/006611330/dv/kplr006611330-001-20160209194854_dvs.pdf,5437,204,-185,4.554,0.059,-0.11,-0.3,0.3,-0.3,0.783,0.143,-0.077,0.801,0.104,-0.07,,,,q1_q17_dr25_stellar,293.33807,42.016312,15.838,16.495,15.803,15.556,15.405,14.475,14.004,13.734,0,19.5558691,0.0000027,42.016432,0.000023,-0.12,0.11,0.439,0.084,-6.60E-03,2.00E-03,2.70E-03,2.60E-03,1.18,0.12,-0.27,0.11,1.21,0.11,0.12,0.12,0.09,0.12,0.15,0.14
5696,6699368,K01694.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0.874,0,0,1,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.690317047,3.99E-06,-3.99E-06,131.542094,8.82E-04,-8.82E-04,2454964.542,8.82E-04,-8.82E-04,0,,,,,,1.151,43.06,-0.087,1.3784,0.0519,-0.0519,,,,4.66E+02,1.36E+01,-1.36E+01,0.175786,4.30E+01,-8.29E-02,0.1731,168.59442,-0.04818,LS+MCMC,20.23,6.41E+00,-2.74E+00,0.0469,,,76.67,,,1280,,,634.09,601.51,-219.34,4.99,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,4.3213487,35.082287,43,1,363,1,q1_q17_dr25_tce,1.11111E+31,0.0518,Mandel and Agol (2002 ApJ 580 171),,,006/006699/006699368/dv/kplr006699368-20160209194854_dvr.pdf,006/006699/006699368/dv/kplr006699368-001-20160209194854_dvs.pdf,6120,181,-200,4.395,0.09,-0.21,-0.18,0.3,-0.3,1.054,0.334,-0.143,1.003,0.153,-0.125,,,,q1_q17_dr25_stellar,294.01492,42.139191,14.336,14.788,14.295,14.143,14.081,13.207,12.901,12.848,0.065,19.6010027,0.0000078,42.139171,0.000077,0.3,0.31,-0.07,0.28,-1.20E-04,1.70E-04,1.40E-04,1.80E-04,0.06,0.13,-0.82,0.14,0.83,0.14,0.15,0.13,-0.64,0.14,0.66,0.14
5697,9886255,K01846.01,Kepler-976 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,105.9566815,3.91E-04,-3.91E-04,182.05127,3.08E-03,-3.08E-03,2455015.051,3.08E-03,-3.08E-03,0,,,,,,0.322,0.083,-0.322,6.9988,0.099,-0.099,,,,2.29E+03,4.96E+01,-4.96E+01,0.043403,6.75E-04,-1.11E-03,2.54944,0.47924,-0.52076,LS+MCMC,3.79,5.80E-01,-3.10E-01,0.4217,,,89.84,,,324,,,2.59,1.29,-0.66,114.8,21.6,-21.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1959,0.5086,q1_q17_dr25_koi,14.776184,35.39178,51.8,1,13,1,q1_q17_dr25_tce,1.11111E+31,0.1844,Mandel and Agol (2002 ApJ 580 171),,,009/009886/009886255/dv/kplr009886255-20160209194854_dvr.pdf,009/009886/009886255/dv/kplr009886255-001-20160209194854_dvs.pdf,5327,159,-159,4.581,0.035,-0.105,0.02,0.25,-0.3,0.8,0.122,-0.066,0.891,0.061,-0.104,,,,q1_q17_dr25_stellar,289.86963,46.72971,15.795,16.445,15.715,15.517,15.378,14.361,13.973,13.887,0.2,19.3246527,0.0000069,46.729476,0.000073,0.37,0.25,-0.84,0.26,7.20E-04,6.70E-04,-2.90E-04,7.70E-04,-1.03,0.15,1.27,0.18,1.63,0.17,-0.1,0.12,0,0.17,0.1,0.12
5698,9973855,K01966.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0.002,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,2.95600563,7.32E-06,-7.32E-06,134.06322,1.86E-03,-1.86E-03,2454967.063,1.86E-03,-1.86E-03,0,,,,,,0.408,0.054,-0.408,2.6717,0.0664,-0.0664,,,,7.61E+01,2.50E+00,-2.50E+00,0.008059,1.13E-04,-3.67E-04,1.03523,0.46298,-0.12011,LS+MCMC,0.81,2.10E-01,-1.00E-01,0.039,,,87.01,,,1211,,,509.55,406.36,-159.16,7.82,3.5,-3.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2676,0.3928,q1_q17_dr25_koi,5.2905755,28.60021,35.5,1,363,1,q1_q17_dr25_tce,1.11111E+31,0.0811,Mandel and Agol (2002 ApJ 580 171),,,009/009973/009973855/dv/kplr009973855-20160209194854_dvr.pdf,009/009973/009973855/dv/kplr009973855-001-20160209194854_dvs.pdf,5668,169,-186,4.472,0.078,-0.182,-0.1,0.3,-0.3,0.916,0.242,-0.104,0.908,0.115,-0.094,,,,q1_q17_dr25_stellar,299.77972,46.890469,12.58,13.053,12.607,,,10.853,10.502,10.425,0,19.984401,0.000011,46.90303,0.00011,-33.75,0.4,45.23,0.4,2.52E-03,3.00E-05,-3.34E-03,3.00E-05,-5.257,0.067,6.826,0.069,8.616,0.069,-5.331,0.07,6.891,0.07,8.712,0.073
5699,10019399,K01796.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,11.80570754,6.27E-06,-6.27E-06,133.050811,4.41E-04,-4.41E-04,2454966.051,4.41E-04,-4.41E-04,0,,,,,,1.015,0.504,-0.051,2.0494,0.0259,-0.0259,,,,2.05E+03,2.03E+01,-2.03E+01,0.089511,4.85E-01,-3.19E-02,0.72441,0.05119,-0.21274,LS+MCMC,18.48,4.96E+00,-9.20E+00,0.1018,,,86.67,,,1153,,,417.85,356.04,-325.82,17.48,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2946,0.3268,q1_q17_dr25_koi,42.33136,274.67276,124.9,1,114,1,q1_q17_dr25_tce,1.11111E+31,0.2376,Mandel and Agol (2002 ApJ 580 171),,,010/010019/010019399/dv/kplr010019399-20160209194854_dvr.pdf,010/010019/010019399/dv/kplr010019399-001-20160209194854_dvs.pdf,6065,218,-200,3.888,0.56,-0.14,-0.56,0.3,-0.3,1.891,0.507,-0.942,1.006,0.138,-0.184,,,,q1_q17_dr25_stellar,294.91611,46.944977,12.829,13.031,12.756,12.741,,11.445,11.125,11.084,0.038,19.66106928,0.00000085,46.94497,0.00001,-0.137,0.031,-0.022,0.037,-7.20E-05,7.80E-05,-8.40E-05,1.00E-04,0.044,0.077,0.028,0.097,0.052,0.09,-0.038,0.081,-0.01,0.1,0.04,0.09
5700,7841368,K07851.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,25.3710555,5.71E-04,-5.71E-04,141.8015,1.70E-02,-1.70E-02,2454974.802,1.70E-02,-1.70E-02,0,,,,,,0.742,0.005,-0.551,3.739,0.435,-0.435,,,,7.86E+01,1.17E+01,-1.17E+01,0.008777,2.02E-04,-1.17E-03,1.31064,4.87718,-1.25667,LS+MCMC,1.43,4.10E-01,-4.10E-01,0.174,,,88.8,,,779,,,87.17,75.23,-48.36,35.5,16.5,-16.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2904,0.3534,q1_q17_dr25_koi,3.7305758,7.3321085,8.3,1,53,1,q1_q17_dr25_tce,1.11111E+31,0.5979,Mandel and Agol (2002 ApJ 580 171),,,007/007841/007841368/dv/kplr007841368-20160209194854_dvr.pdf,007/007841/007841368/dv/kplr007841368-001-20160209194854_dvs.pdf,6029,181,-199,4.127,0.28,-0.151,-0.02,0.25,-0.3,1.494,0.428,-0.428,1.091,0.167,-0.15,,,,q1_q17_dr25_stellar,297.58942,43.516178,13.78,14.276,13.728,13.568,13.484,12.621,12.299,12.249,0,19.835853,0.00004,43.51173,0.00041,-134.8,1.6,-16,1.5,1.10E-02,1.30E-04,1.31E-03,1.20E-04,-6.6,1.5,0.27,0.79,6.6,1.5,-6.5,1.5,0.34,0.78,6.5,1.5
5701,10028352,K01957.01,,CANDIDATE,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.38680229,8.76E-07,-8.76E-07,132.532038,5.02E-04,-5.02E-04,2454965.532,5.02E-04,-5.02E-04,0,,,,,,1.115,1.278,-0.089,1.7065,0.0295,-0.0295,,,,2.42E+02,3.50E+00,-3.50E+00,0.131874,1.27E+00,-8.30E-02,0.04386,0.16366,-0.00477,LS+MCMC,29.33,7.00E+00,-5.25E+00,0.0288,,,47.35,,,2530,,,9703.01,5721.83,-3507.57,1.646,0.768,-0.768,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3325,0.2733,q1_q17_dr25_koi,5.7645755,64.17891,84.4,2,766,1,q1_q17_dr25_tce,1.11111E+31,0.9063,Mandel and Agol (2002 ApJ 580 171),,,010/010028/010028352/dv/kplr010028352-20160209194854_dvr.pdf,010/010028/010028352/dv/kplr010028352-001-20160209194854_dvs.pdf,6823,61,-91,4.04,0.121,-0.148,0.36,0.1,-0.2,2.037,0.486,-0.365,1.66,0.155,-0.155,,,,q1_q17_dr25_stellar,297.79224,46.935829,12.655,12.969,12.594,12.52,12.473,11.671,11.425,11.359,0,19.8528152,0.0000043,46.935776,0.000045,-0.03,0.16,-0.19,0.16,-1.35E-04,3.50E-05,1.50E-04,3.60E-05,-0.02,0.15,-0.31,0.25,0.31,0.25,-0.13,0.15,-0.33,0.25,0.36,0.24
5702,10031707,K01827.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,1,1,q1_q17_dr25_sup_koi,PLANET_IN_STAR---MOD_SEC_DV---DEEP_V_SHAPED---HAS_SEC_TCE---HALO_GHOST---EPHEM_MATCH,8.58966893,5.49E-05,-5.49E-05,132.01936,5.14E-03,-5.14E-03,2454965.019,5.14E-03,-5.14E-03,0,,,,,,0.012,0.266,-0.012,6.962,0.149,-0.149,,,,4.30E+02,1.03E+01,-1.03E+01,0.017695,4.52E-04,-2.39E-04,0.22753,0.00837,-0.04246,LS+MCMC,155.18,5.20E+00,-2.78E+01,0.0958,,,89.93,,,4900,,,136317.25,23445.9,-53793.94,9.61,0.354,-0.354,Claret (2011 A&A 529 75) ATLAS LS,0,0,-0.058,0.8643,q1_q17_dr25_koi,7.8722014,49.102997,47.5,1,122,1,q1_q17_dr25_tce,1.1111E+30,0.9205,Mandel and Agol (2002 ApJ 580 171),,,010/010031/010031707/dv/kplr010031707-20160209194854_dvr.pdf,010/010031/010031707/dv/kplr010031707-001-20160209194854_dvs.pdf,3837,90,-102,0.829,0.03,-0.03,-0.32,0.2,-0.25,80.307,2.693,-14.364,1.585,0.092,-0.521,,,,q1_q17_dr25_stellar,298.77295,46.921246,13.866,14.992,13.86,13.381,,10.987,10.287,10.064,0,19.918129,0.0000053,46.921304,0.000051,-2.49,0.2,0.22,0.18,1.27E-03,1.10E-04,-3.00E-05,1.10E-04,-1.17,0.63,-0.55,0.43,1.29,0.68,-0.7,0.62,-0.43,0.5,0.83,0.69
5703,10092312,K01823.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV,4.468456599,5.57E-06,-5.57E-06,138.741584,9.83E-04,-9.83E-04,2454971.742,9.83E-04,-9.83E-04,0,,,,,,1.207,64.53,-0.001,1.4195,0.058,-0.058,,,,9.07E+02,2.92E+01,-2.92E+01,0.241233,6.45E+01,-8.41E-04,0.33821,525.47375,-0.0659,LS+MCMC,24.81,7.20E+00,-2.39E+00,0.0541,,,80.21,,,1081,,,321.94,267.38,-93.71,7.09,3.5,-3.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,10.271428,56.467857,39.1,2,233,1,q1_q17_dr25_tce,1.11111E+31,0,Mandel and Agol (2002 ApJ 580 171),,,010/010092/010092312/dv/kplr010092312-20160209194854_dvr.pdf,010/010092/010092312/dv/kplr010092312-001-20160209194854_dvs.pdf,5869,142,-203,4.513,0.036,-0.204,0.07,0.25,-0.3,0.942,0.273,-0.091,1.054,0.112,-0.137,,,,q1_q17_dr25_stellar,297.78775,47.098331,13.954,14.429,13.868,13.751,13.692,12.734,12.449,12.355,,19.8525039,0.0000052,47.098393,0.00005,-0.44,0.19,0.23,0.18,,,6.70E-04,1.60E-04,0.11,0.13,-0.145,0.081,0.18,0.1,-0.11,0.13,-0.4,0.13,0.41,0.13
5704,10407054,K02500.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_KIC_POS---HALO_GHOST---EPHEM_MATCH,0.933754669,3.77E-06,-3.77E-06,132.44306,4.34E-03,-4.34E-03,2454965.443,4.34E-03,-4.34E-03,0,,,,,,0.728,0.308,-0.728,4.048,0.972,-0.972,,,,8.93E+01,7.40E+00,-7.40E+00,0.00931,4.68E-02,-9.92E-04,0.0719,0.10117,-0.04349,LS+MCMC,1.48,4.10E-01,-4.10E-01,0.0192,,,60.78,,,2475,,,8881.31,7271.4,-4906.52,1.491,0.699,-0.699,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3105,0.2893,q1_q17_dr25_koi,3.585692,21.895151,43.2,1,1441,1,q1_q17_dr25_tce,1.11111E+31,0.3135,Mandel and Agol (2002 ApJ 580 171),,,010/010407/010407054/dv/kplr010407054-20160209194854_dvr.pdf,010/010407/010407054/dv/kplr010407054-001-20160209194854_dvs.pdf,6443,181,-250,4.146,0.246,-0.164,-0.34,0.3,-0.3,1.457,0.402,-0.402,1.083,0.177,-0.145,,,,q1_q17_dr25_stellar,292.77899,47.552216,13.343,13.867,13.291,13.118,,12.776,12.55,12.486,0,19.518546,0.000014,47.55247,0.00012,-1.94,0.51,0.91,0.45,9.60E-05,2.20E-05,-6.90E-05,1.90E-05,1.16,0.5,-0.17,0.47,1.17,0.5,2.31,0.46,-1.22,0.68,2.61,0.51
5705,10880007,K02502.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,,0,0,0,0,q1_q17_dr25_sup_koi,,86.79876649,,,199.89506,,,2455032.895,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.50989,48.240139,15.092,15.931,15.052,14.733,14.57,13.494,12.935,12.868,,,,,,,,,,,,,,,,,,,,,,,,,
5706,8418129,K02515.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,,0,0,0,0,q1_q17_dr25_sup_koi,,164.5750675,,,222.03648,,,2455055.036,,,,,,,,,,,,9.57,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.2872,44.49371,13.215,13.116,13.249,13.398,13.498,12.911,12.924,12.891,,,,,,,,,,,,,,,,,,,,,,,,,
